restaurantID,name_standard,cuisine_standard,style_standard,city_standard,location_standard,paymentsSummarystr_standard
806398,tasquinha do jota,portuguese,after work,estremoz,sao bento do ameixial,mbway mbway credit card maestro card visa electron
727632,videira country,portuguese,good for families,estremoz,borba,credit card
804488,tasca zezadas,portuguese,after work,estremoz,sao lourenco de mamporcao,credit card
673609,cadeia quinhentista,portuguese,not available,estremoz,estremoz,american express apple pay mastercard visa
802725,kiosk japones,japanese,after work,estremoz,borba,credit card
273435,carlos pousada de vila vicosa,portuguese,fine dining,estremoz,vila vicosa,credit card mastercard visa
733837,feito ao bife steakhouse,steakhouse,good for families,figueira da foz,figueira da foz,credit card
727587,mensa ristorante,pizzeria,good for business lunch,figueira da foz,figueira da foz,credit card
754098,pateo casino restaurante,portuguese,after work,figueira da foz,figueira da foz,credit card
752291,joia,fusion,author,figueira da foz,figueira da foz,credit card
688893,segreti italia pinseria,italian,not available,figueira da foz,figueira da foz,credit card
750496,sand murtinheira beach,mediterranean,after work,figueira da foz,figueira da foz,credit card
800866,akaza sushi,japanese,central location,figueira da foz,figueira da foz,credit card
716189,olaias,portuguese,contemporary cuisine,figueira da foz,figueira da foz,credit card mastercard visa
726746,cantarinha,portuguese,good for business lunch,figueira da foz,buarcos,credit card
747013,restaurante amigo,portuguese,after work,figueira da foz,tocha,credit card
800723,pe na areia,portuguese,from market,figueira da foz,buarcos,credit card
594039,pizzaria luzzo figueira da foz,pizzeria,after work,figueira da foz,figueira da foz,credit card maestro card mastercard mbway visa visa electron
744933,amu te,mediterranean,terrace,guimaraes,guimaraes,mbway mbway
738159,pizzaria orfeu,varied,creative,guimaraes,guimaraes,credit card
723667,norma,mediterranean,contemporary cuisine,guimaraes,guimaraes,credit card mastercard visa visa electron
665805,hotel de guimaraes restaurante da maria,mediterranean,cosy,guimaraes,guimaraes,credit card mastercard visa
721836,flower eat,international,brunch,guimaraes,prazins santa eufemia,american express credit card visa
603495,hool restaurante,portuguese,good for business lunch,guimaraes,guimaraes,american express credit card mastercard visa
593933,pizzaria luzzo guimaraes,pizzeria,cosy,guimaraes,guimaraes,credit card
751300,soul street burger,european,cosy,guimaraes,guimaraes,credit card mastercard visa
745290,iguarias do castelo,portuguese,fine dining,guimaraes,guimaraes,visa electron
570299,vira bar,portuguese,cosy,guimaraes,guimaraes,credit card maestro card mastercard visa visa electron
664603,paparico restaurante,portuguese,cosy,guimaraes,guimaraes,credit card mastercard visa
343511,casa amarela,international,trendy,guimaraes,guimaraes,credit card mastercard visa
756087,cinecitta,italian,lunch,guimaraes,guimaraes,american express apple pay mbway mbway credit card mastercard visa
697643,sitio da maria,international,good for families,guimaraes,guimaraes,credit card mastercard visa
720367,cantinho da tia carla,portuguese,cosy,guimaraes,guimaraes,credit card mastercard visa
544393,pausa terrace,international,cosy,guimaraes,guimaraes,credit card mastercard visa
699985,ramada 1930,varied,cosy,guimaraes,guimaraes,credit card mastercard
272447,dona mafalda pousada de guimaraes,portuguese,author,guimaraes,guimaraes,credit card mastercard visa
804782,petisqueira agarimo,spanish,after work,guimaraes,guimaraes,credit card
752650,castas petiscaria moderna,varied,cosy,guimaraes,guimaraes,
707707,paraiso 19 95,portuguese,contemporary cuisine,guimaraes,sao jorge de selho,credit card mastercard visa
803521,donna amelia,portuguese,not available,guimaraes,caldelas,mbway mbway credit card
695527,garfoxfaca,spanish,cosy,guimaraes,guimaraes,credit card mastercard
752914,mircatto friends food,european,contemporary cuisine,guimaraes,sande sao martinho,mbway credit card maestro card mastercard visa visa electron
714595,taberna do camoes,portuguese,traditional,guimaraes,guimaraes,credit card mbway visa visa electron
717726,so na brasa,grilled,cosy,guimaraes,guimaraes,credit card mastercard visa
741096,quinta da corredoura taberna,mediterranean,not available,guimaraes,sao torcato,apple pay mbway credit card maestro card visa
741093,quinta da corredoura restaurante,mediterranean,not available,guimaraes,sao torcato,credit card mastercard visa
65191,sao giao,portuguese,good for business lunch,guimaraes,moreira de conegos,american express mastercard visa
587893,pevidem,european,good for families,guimaraes,brito,credit card
801747,taberna muralha,portuguese,not available,guimaraes,mascotelos,mbway mbway credit card
807216,praca da poncha,european,good for families,guimaraes,caldelas,mbway mbway credit card
325253,principe parque,portuguese,good for groups,guimaraes,caldelas,credit card mastercard visa
733529,forneria da villa,italian,lunch,guimaraes,ponte,credit card mastercard visa
754633,taberna das taipas,portuguese,lunch,guimaraes,caldelas,mbway mbway credit card
751030,restaurante tia xica,portuguese,cosy,guimaraes,selho sao cristovao,mbway mbway credit card
806289,ekos taberna petisqueira,european,good for families,guimaraes,oliveira santa maria,mbway mbway credit card
729002,marisqueira novo mariano,seafood,cosy,macedo de cavaleiros,macedo de cavaleiros,credit card mastercard visa
749035,pizzaria romana,varied,good for families,mirandela,mirandela,credit card mastercard visa
521241,quinta dona adelaide,european,bachelor party,mirandela,valpacos,credit card
613925,terra quente restaurante,portuguese,after work,mirandela,valpacos,credit card mastercard visa
654279,petiscaki,portuguese,after work,montemor novo,montemor novo,visa electron
804627,poda,portuguese,after work,montemor novo,montemor novo,mbway mbway credit card visa electron
804982,restaurante os netos,portuguese,after work,montemor novo,montemor novo,credit card
727150,sublime moura,portuguese,author,moura,moura,mbway mbway
696339,retiro do ernesto,mediterranean,homemade cuisine,moura,moura,credit card mastercard visa visa electron
745384,praca forte,portuguese,author,moura,pomarinho das cinco oliveiras,american express apple pay credit card mastercard visa visa electron
715768,foral mdxii restaurante wine bar,portuguese,birthday,reguengos de monsaraz,reguengos de monsaraz,mbway mbway
561955,cozinha aboim,portuguese,good for families,reguengos de monsaraz,portel,american express credit card mastercard visa
754594,prego do migas,portuguese,after work,seia,seia,credit card visa electron
750123,roots restaurante,portuguese,contemporary cuisine,seia,oliveira do hospital,american express credit card mastercard mbway visa
652899,restaurante olea,portuguese,cosy,seia,bobadela,credit card mastercard visa
734052,sei la alternative food studio,international,after work,seia,seia,credit card
738875,casa da ponte,portuguese,good for families,seia,sabugueiro,credit card
566677,madre de agua,portuguese,creative,seia,gouveia,american express credit card visa visa electron
352527,bem haja nelas,portuguese,bistro,seia,nelas,credit card visa
721255,restaurante real,portuguese,contemporary cuisine,seia,canas de senhorim,credit card mastercard visa visa electron
730998,restaurante melmequer,portuguese,after work,seia,valezim,cash
713804,taberna da alzira villa alzira,portuguese,author,seia,sandomil,mbway mbway
750243,roots bistro bar,international,after work,seia,oliveira do hospital,american express credit card mastercard mbway visa
730838,restaurante torre torre serra da estrela,portuguese,good for families,seia,alvoco da serra,credit card
64772,santo amaro,portuguese,romantic,serta,serta,visa
501687,combinacao de sabores,portuguese,after work,vila nova de famalicao,vila nova de famalicao,american express credit card mastercard visa electron
724143,il gatto ginno,italian,contemporary cuisine,vila nova de famalicao,vila nova de famalicao,
418275,sabores do algarve,portuguese,good for families,vila nova de famalicao,vila nova de famalicao,credit card mastercard visa
612699,me at,steakhouse,central location,vila nova de famalicao,vila nova de famalicao,credit card mastercard visa
802161,rua gourmet restaurante pizzeria,pizzeria,lunch,vila nova de famalicao,vila nova de famalicao,mbway mbway credit card
