Willingness to Try Exotic Foods,Importance of Food Presentation,Value for Money in Meals,Preference for Gourmet Restaurants,Interest in Nutritional Content,Frequency of Eating Home-Cooked Meals,Desire for New Culinary Experiences,Preference for Organic or Diet-Specific Foods,Enjoyment of Traditional or Familiar Foods,Willingness to Spend on High-Quality Ingredients,personality,username
2,1,5,5,5,3.0,4,5,3,4,Comfort Food Lover,7bVGRK9u6H
4,5,3,3,1,5.0,3,1,4,2,Comfort Food Lover,GhjV3p9KtG
2,2,2,2,4,3.0,1,5,5,4,Comfort Food Lover,PmCOQHxeEF
1,3,3,3,4,4.0,1,1,3,1,Comfort Food Lover,uxT9MW6nHJ
1,1,2,2,1,3.0,2,1,5,3,Comfort Food Lover,JCrp5T6nSQ
2,1,1,5,1,5.0,1,3,2,1,Comfort Food Lover,pbDZUjRey2
3,1,4,3,1,2.0,3,5,3,1,Comfort Food Lover,HCd4VRqTlF
1,1,4,1,1,3.0,2,4,3,1,Comfort Food Lover,HDDvrymRiT
1,4,2,1,3,5.0,1,1,2,4,Comfort Food Lover,LfjlW81Jii
4,4,3,5,2,4.0,3,5,5,1,Comfort Food Lover,7kPgkyBX5f
1,5,3,4,1,3.0,4,1,4,1,Comfort Food Lover,cbMLTSTf67
1,1,5,1,4,5.0,1,5,5,4,Comfort Food Lover,XDCnbYknz2
3,4,4,2,1,3.0,2,1,3,3,Comfort Food Lover,iwkPL98IAh
2,1,3,5,5,4.0,4,5,5,1,Comfort Food Lover,8HTlerHy4y
4,2,2,4,5,5.0,1,2,3,1,Comfort Food Lover,q9wFaYOkQ0
3,1,4,2,4,5.0,3,4,3,3,Comfort Food Lover,jI8sTWfgqT
5,3,4,2,4,3.0,1,3,5,1,Comfort Food Lover,ZLeyebahSy
1,1,2,1,3,3.0,2,1,5,1,Comfort Food Lover,6UiGHKQ0g8
1,4,5,3,2,4.0,4,1,5,5,Comfort Food Lover,bzvonbJn5s
4,2,2,3,1,3.0,1,1,4,1,Comfort Food Lover,LBzwyxtMPr
2,3,1,1,3,5.0,2,4,5,1,Comfort Food Lover,03TQgEUn52
1,4,5,4,4,4.0,1,5,3,2,Comfort Food Lover,XQftWzJXNg
1,1,2,2,1,5.0,3,3,5,4,Comfort Food Lover,SzbcV8Dkbx
4,2,3,3,2,5.0,1,1,5,4,Comfort Food Lover,5ZmdTVaaQu
4,1,2,1,1,5.0,4,5,3,1,Comfort Food Lover,YwKThK0Lix
1,3,2,3,1,3.0,2,4,5,3,Comfort Food Lover,WlnMcWc20n
4,4,5,4,1,5.0,4,5,4,5,Comfort Food Lover,5TZaxLWqxA
2,2,2,1,1,5.0,1,1,3,4,Comfort Food Lover,huE7bvNzS6
5,2,3,2,3,5.0,1,3,5,4,Comfort Food Lover,TqiBkt6k5x
3,1,5,1,2,5.0,1,2,4,1,Comfort Food Lover,8PbckdjKNZ
3,4,2,2,1,5.0,1,1,2,4,Comfort Food Lover,7uksFomfF6
5,1,5,4,1,4.0,3,5,3,5,Comfort Food Lover,aCCU6pUuaS
5,1,2,2,1,5.0,2,3,5,1,Comfort Food Lover,ALQfeVdLXo
1,1,2,1,3,3.0,2,2,3,4,Comfort Food Lover,tD5b1w9WxE
4,1,5,4,4,5.0,2,5,2,3,Comfort Food Lover,uPVj8K0noC
1,3,5,2,3,5.0,3,1,5,3,Comfort Food Lover,Gw9NDNud9g
2,4,1,2,1,2.0,3,3,5,1,Comfort Food Lover,EuaqiDThKd
1,1,4,5,3,5.0,2,3,3,1,Comfort Food Lover,ZvC2HrmuQO
3,4,5,1,2,5.0,1,3,5,1,Comfort Food Lover,lxtz3amiVo
3,4,1,3,1,2.0,2,3,5,4,Comfort Food Lover,5eS8x3884I
2,1,5,2,3,5.0,3,5,5,1,Comfort Food Lover,K5jakq9OVt
1,2,2,2,5,5.0,1,5,4,5,Comfort Food Lover,n4MTRVowtI
1,3,4,5,3,2.0,3,5,5,4,Comfort Food Lover,9fh1cGXFfN
1,2,5,1,1,5.0,4,4,4,5,Comfort Food Lover,JKEsAwJsub
1,1,5,1,1,4.0,3,3,3,1,Comfort Food Lover,SzvaghtdA4
1,5,3,3,4,3.0,4,5,3,2,Comfort Food Lover,9BN99AN6tu
3,1,3,3,5,3.0,1,2,4,5,Comfort Food Lover,kuNdSHYzvD
3,2,3,1,2,3.0,4,1,5,1,Comfort Food Lover,a5DEs7XunS
1,5,3,4,5,5.0,4,1,3,4,Comfort Food Lover,Cwbwq2kaum
4,1,2,1,4,5.0,4,2,3,2,Comfort Food Lover,LD7992VZRp
4,2,5,3,2,3.0,3,2,5,1,Comfort Food Lover,yh8XcSgmvj
4,4,5,1,5,3.0,1,2,5,5,Comfort Food Lover,LEP5Olg4z2
4,4,2,1,2,5.0,3,5,2,4,Comfort Food Lover,0eX5rwIILq
1,4,1,1,1,5.0,3,1,3,4,Comfort Food Lover,PejyaBxFt0
4,4,1,5,4,5.0,1,3,3,4,Comfort Food Lover,RAn7WvmwEU
3,5,5,1,2,3.0,4,2,4,1,Comfort Food Lover,JNdNLGSTXr
3,5,3,2,2,4.0,1,2,5,5,Comfort Food Lover,88wCDxuoFe
3,5,2,3,4,5.0,3,5,4,5,Comfort Food Lover,jBtWmbuT0w
3,1,2,4,4,4.0,1,2,5,2,Comfort Food Lover,Brpi5ORSLm
1,5,5,2,1,5.0,1,5,3,1,Comfort Food Lover,y5I7sw5GA8
1,1,1,1,3,5.0,1,4,5,3,Comfort Food Lover,rSRJ9PXo1D
5,1,5,1,3,5.0,1,2,3,4,Comfort Food Lover,OsORWkLEDW
4,4,5,1,5,3.0,1,2,3,1,Comfort Food Lover,aaBJmH5LkK
2,1,2,4,4,3.0,3,2,5,5,Comfort Food Lover,32aCuIydAZ
4,1,5,1,4,5.0,3,4,5,2,Comfort Food Lover,Z6OccuhjJZ
2,1,4,1,1,5.0,2,1,4,1,Comfort Food Lover,IKB1o8bHog
1,3,1,1,1,2.0,2,4,2,1,Comfort Food Lover,oBw24nMgKs
1,1,3,1,4,2.0,4,5,4,1,Comfort Food Lover,NRZKrJsF50
3,5,5,2,2,3.0,1,3,5,1,Comfort Food Lover,FDM61mdy1v
3,5,2,4,4,5.0,4,5,5,1,Comfort Food Lover,phoxsSqSZK
1,1,5,2,1,5.0,4,5,5,2,Comfort Food Lover,5IugATdtSe
2,1,5,1,1,3.0,1,5,3,1,Comfort Food Lover,CadPutrQj3
5,5,3,1,2,4.0,1,1,4,2,Comfort Food Lover,TOdsRQryPH
3,1,5,2,1,5.0,3,1,3,3,Comfort Food Lover,AXotUJGJ57
1,4,5,1,2,4.0,1,5,4,2,Comfort Food Lover,PHP7dML4sZ
4,2,5,3,2,5.0,4,5,4,2,Comfort Food Lover,Hgsd7jKU9J
1,2,3,3,4,5.0,1,5,4,4,Comfort Food Lover,PBnufGyYRU
5,1,4,3,4,2.0,2,5,2,1,Comfort Food Lover,pd3pUvZY2J
1,2,3,4,1,5.0,3,2,5,4,Comfort Food Lover,AKmi91fXng
5,4,5,3,4,2.0,2,3,5,1,Comfort Food Lover,VJiOg54bEn
3,1,5,4,2,5.0,4,4,3,1,Comfort Food Lover,dGNrBcOv1i
3,1,5,3,4,5.0,3,2,5,2,Comfort Food Lover,xdDmzBERCD
1,3,2,1,3,3.0,1,3,5,1,Comfort Food Lover,FWQEiNZEDf
1,2,2,4,5,3.0,1,2,2,4,Comfort Food Lover,1Rvm75jPJm
5,3,4,4,3,2.0,1,2,3,4,Comfort Food Lover,HDUy3ml3gg
1,1,1,1,3,2.0,1,1,2,1,Comfort Food Lover,5pvZOXfXJQ
2,4,5,2,1,5.0,3,2,3,1,Comfort Food Lover,m1SnwdKmaq
2,1,2,3,4,5.0,3,4,3,1,Comfort Food Lover,XxpunF31Gb
1,4,5,4,5,5.0,1,1,3,4,Comfort Food Lover,2xMGUn3sre
2,1,2,1,3,3.0,1,5,3,4,Comfort Food Lover,3SAraTDL89
1,2,5,1,5,4.0,3,2,2,4,Comfort Food Lover,qkw8faKJhw
5,4,2,2,4,5.0,4,3,5,1,Comfort Food Lover,fpFdhl25Cd
4,1,2,3,1,3.0,1,1,3,4,Comfort Food Lover,HhPerUweAX
2,1,3,1,1,5.0,2,4,2,1,Comfort Food Lover,7x7glMO9ia
4,4,5,4,5,3.0,1,3,4,4,Comfort Food Lover,xtYjvoqu5a
3,4,5,2,1,5.0,2,4,5,1,Comfort Food Lover,7lnuSC77YE
4,5,5,2,4,3.0,4,5,5,4,Comfort Food Lover,JUJtb7Qna8
1,4,2,2,5,4.0,1,2,3,4,Comfort Food Lover,1LXz4JCP9Z
4,1,5,2,4,3.0,2,1,3,3,Comfort Food Lover,HWv5zddodA
1,1,5,2,1,5.0,1,5,5,1,Comfort Food Lover,KRMZbvhONv
3,1,1,1,3,3.0,2,3,3,1,Comfort Food Lover,VrRc5o1Tq2
3,5,2,1,4,3.0,1,2,4,5,Comfort Food Lover,4cC0dVvbhQ
1,1,1,3,3,5.0,2,1,2,1,Comfort Food Lover,q9p9ctZKDl
5,2,5,2,4,3.0,4,5,5,5,Comfort Food Lover,o09EHGx4ei
5,2,2,1,2,5.0,1,5,5,4,Comfort Food Lover,hdKeGQsghn
1,1,2,1,1,5.0,3,4,5,1,Comfort Food Lover,8iU3Sc3azb
1,4,5,3,2,5.0,1,1,4,2,Comfort Food Lover,nv4JbcK7ts
3,1,5,4,1,4.0,1,5,5,5,Comfort Food Lover,KARGQLbd7Q
1,4,2,5,1,5.0,1,4,3,1,Comfort Food Lover,BVJJ9Z2k3M
4,5,3,1,2,4.0,1,3,4,2,Comfort Food Lover,H05J3rwYVh
4,1,5,5,5,5.0,4,5,5,2,Comfort Food Lover,yN6v6psRa4
1,4,3,4,4,5.0,1,4,5,4,Comfort Food Lover,oD6Rx6VZjo
5,5,3,1,5,4.0,1,2,5,2,Comfort Food Lover,G8xxC1tXOH
1,5,3,2,1,5.0,1,2,5,4,Comfort Food Lover,esc4Fy0Wvn
3,3,1,1,4,2.0,1,1,2,3,Comfort Food Lover,eJScw1Sqea
5,1,5,2,4,5.0,4,5,5,2,Comfort Food Lover,p0OkKTGp9W
3,2,3,1,1,5.0,1,1,3,4,Comfort Food Lover,34BNG75HIF
3,1,4,3,4,2.0,1,4,5,1,Comfort Food Lover,CNhf6zaJA1
1,3,1,1,4,2.0,2,3,5,3,Comfort Food Lover,WTZeNtIJQL
3,4,4,2,3,5.0,2,4,5,4,Comfort Food Lover,an5cVrshOJ
3,1,1,2,1,5.0,1,3,5,3,Comfort Food Lover,xuZ3DiwSyT
1,3,4,2,1,5.0,1,3,5,4,Comfort Food Lover,4MuZwO106S
1,5,2,4,2,5.0,3,1,3,4,Comfort Food Lover,7VM7GOgX4u
1,4,3,3,5,4.0,4,1,5,1,Comfort Food Lover,WGhRbP1OtS
1,1,5,1,4,3.0,1,3,2,1,Comfort Food Lover,GfB2PmBa1P
1,5,5,4,1,5.0,1,5,5,5,Comfort Food Lover,1wCjTM6qms
2,1,4,1,4,5.0,1,1,3,3,Comfort Food Lover,k8U7glRrlY
1,2,3,1,1,5.0,3,2,5,5,Comfort Food Lover,2iCfVw6jHF
2,4,1,1,1,3.0,1,3,3,3,Comfort Food Lover,oiILzLuG4c
1,2,5,4,5,5.0,3,1,5,5,Comfort Food Lover,JGamDFikk9
1,2,3,3,4,5.0,1,4,3,4,Comfort Food Lover,FTSdCWcckn
1,2,5,4,1,3.0,3,4,5,1,Comfort Food Lover,80X9GcUw9W
4,4,3,4,1,5.0,1,4,5,1,Comfort Food Lover,jrBCFW5Z3e
4,1,1,3,1,2.0,3,1,3,3,Comfort Food Lover,mTMbfjXpA3
1,1,5,1,1,5.0,3,4,5,4,Comfort Food Lover,l27oQICDHs
5,4,3,4,4,4.0,4,1,5,5,Comfort Food Lover,WhY8AItsjH
3,1,1,3,4,2.0,1,3,2,1,Comfort Food Lover,5qObNtMOzv
2,4,1,2,1,2.0,3,1,2,4,Comfort Food Lover,AvVffmns0e
5,4,5,3,2,3.0,4,5,5,1,Comfort Food Lover,6qJ4y5qc4a
2,1,4,1,1,2.0,1,3,2,1,Comfort Food Lover,pkkxoIiw4D
1,1,3,4,2,4.0,3,1,5,4,Comfort Food Lover,haGgsjIJP7
1,5,2,1,1,3.0,1,1,5,5,Comfort Food Lover,y9euQZzEQh
1,1,5,2,3,3.0,3,1,2,4,Comfort Food Lover,eO6BoR4QQl
1,4,5,2,5,5.0,3,4,3,4,Comfort Food Lover,visdcqMeLg
3,1,2,3,1,5.0,2,3,5,4,Comfort Food Lover,CzWH22bAEK
5,5,2,1,5,5.0,1,3,4,1,Comfort Food Lover,cCyMOFgnl8
1,4,5,3,1,5.0,2,1,5,1,Comfort Food Lover,w9EpRA1yLD
2,4,1,2,1,5.0,1,4,3,2,Comfort Food Lover,ArBM01yiA5
1,1,5,3,5,5.0,4,2,5,2,Comfort Food Lover,N00iop6EvE
3,1,2,4,1,5.0,2,3,3,1,Comfort Food Lover,lEABt8QifK
1,1,4,1,4,5.0,2,5,5,1,Comfort Food Lover,dTItEUdt7b
1,5,5,1,5,4.0,1,4,5,5,Comfort Food Lover,L4hsMB8Ztd
1,1,2,1,5,4.0,4,5,3,4,Comfort Food Lover,MDTqHXmygU
3,4,5,4,1,5.0,1,1,4,4,Comfort Food Lover,nKW67TLmE7
4,1,2,4,1,3.0,1,5,5,5,Comfort Food Lover,nlO45hBEvB
1,5,5,1,4,5.0,1,2,5,4,Comfort Food Lover,oXTEkbJHKc
1,5,5,1,5,5.0,1,3,3,2,Comfort Food Lover,fJFM9I4LHD
1,1,1,4,1,5.0,1,2,5,1,Comfort Food Lover,jsUkJZioIE
1,4,2,3,3,5.0,2,1,5,1,Comfort Food Lover,K82i5xJIGf
5,1,5,1,1,5.0,3,2,5,1,Comfort Food Lover,PjUMtlAQRU
2,4,5,3,1,5.0,3,2,5,3,Comfort Food Lover,Ow9mOXl74v
3,1,3,1,4,4.0,1,2,4,4,Comfort Food Lover,6Bcfy6WR0y
1,4,2,3,2,5.0,4,2,3,1,Comfort Food Lover,lB1tp6CvZE
3,1,1,2,1,5.0,3,1,5,1,Comfort Food Lover,xGPLcigEBZ
3,1,2,1,3,2.0,2,4,2,4,Comfort Food Lover,LKlZ5Kz2DD
3,2,3,1,4,3.0,1,5,5,4,Comfort Food Lover,TLGW7nir3C
4,1,5,1,5,5.0,1,4,4,2,Comfort Food Lover,2hcN75zM6y
4,5,2,4,1,3.0,3,1,5,2,Comfort Food Lover,0F95SVVkcH
5,4,5,1,1,4.0,1,5,5,1,Comfort Food Lover,xT2DyFtQ5I
1,2,1,1,4,5.0,4,4,4,4,Comfort Food Lover,76iMb1l6kM
3,4,2,1,1,2.0,2,5,2,1,Comfort Food Lover,UR3tWyrId9
4,2,5,1,4,5.0,1,2,4,5,Comfort Food Lover,nrqICxSFB6
1,1,3,1,5,3.0,3,4,5,5,Comfort Food Lover,kMCuNToRxG
1,1,2,2,1,3.0,1,5,2,4,Comfort Food Lover,lWJRyTXecq
4,2,5,1,1,3.0,4,2,4,4,Comfort Food Lover,vitqc9DRb7
4,5,2,4,4,3.0,3,1,3,4,Comfort Food Lover,qbqPVvIY9j
1,1,5,1,1,4.0,4,2,3,4,Comfort Food Lover,uf7igRmN8T
2,3,1,4,1,2.0,2,5,5,3,Comfort Food Lover,5SWxZKqJk3
1,2,5,4,1,5.0,1,5,3,4,Comfort Food Lover,nkDmWPtBl8
4,1,3,1,2,4.0,1,5,5,1,Comfort Food Lover,9pp0zqsXcH
1,3,5,1,3,3.0,1,1,5,4,Comfort Food Lover,2TY6upRdrq
1,1,5,1,2,5.0,1,1,4,2,Comfort Food Lover,0J3aRr3Hvc
1,1,3,1,4,4.0,3,1,4,2,Comfort Food Lover,OVx3HQu5sT
1,4,1,1,4,2.0,2,3,3,3,Comfort Food Lover,V3DqSDsuUH
1,5,2,4,1,3.0,1,2,5,4,Comfort Food Lover,UYifzrb1ly
1,1,2,1,3,5.0,1,1,5,1,Comfort Food Lover,irQHHYNZ5i
1,1,5,4,1,3.0,1,2,5,4,Comfort Food Lover,aFf3XcIJYg
3,5,5,3,4,4.0,4,5,4,4,Comfort Food Lover,LeGvN4DZYK
5,1,5,4,1,3.0,3,5,3,1,Comfort Food Lover,mZG8x5Ug6L
3,4,5,3,1,3.0,2,1,5,1,Comfort Food Lover,KVtPyPa4YP
2,4,1,1,3,2.0,3,1,2,3,Comfort Food Lover,UgjqHIYMRA
1,2,2,3,5,5.0,1,5,5,4,Comfort Food Lover,eA5VxkDaJp
1,5,2,1,2,3.0,1,5,5,5,Comfort Food Lover,sWm8SJ8pJb
3,3,5,2,1,2.0,3,4,5,3,Comfort Food Lover,q32l3mLICh
3,2,5,4,1,5.0,1,5,5,5,Comfort Food Lover,Ebzh52FhS5
1,4,5,2,1,5.0,1,1,2,1,Comfort Food Lover,SqGVU3rqLG
4,1,2,3,4,5.0,2,3,5,1,Comfort Food Lover,40It4pEO55
1,1,3,3,1,5.0,1,2,3,1,Comfort Food Lover,9SBaCR35S2
4,1,1,2,2,3.0,1,3,5,5,Comfort Food Lover,uZxcR7UQVu
4,1,5,3,4,5.0,1,2,4,5,Comfort Food Lover,SsNEnKGYYE
1,3,4,1,1,2.0,1,1,3,4,Comfort Food Lover,pTosImKvhl
4,4,5,4,4,5.0,4,2,5,1,Comfort Food Lover,33B5woLZAy
4,2,3,4,4,4.0,1,5,5,1,Comfort Food Lover,LhnwEO1huY
3,1,2,2,4,5.0,2,3,3,3,Comfort Food Lover,kLSfltHu4C
5,1,4,4,1,2.0,3,5,5,1,Comfort Food Lover,b9Cycons8w
1,1,1,1,3,5.0,1,1,2,3,Comfort Food Lover,GTVjiSXjdT
1,1,5,1,2,5.0,2,3,3,2,Comfort Food Lover,6Enw7ySKIx
4,1,5,1,2,3.0,4,3,3,4,Comfort Food Lover,3jp0q12738
1,2,5,4,5,4.0,1,1,3,1,Comfort Food Lover,lT9FiQg44V
4,3,2,2,1,2.0,3,5,5,1,Comfort Food Lover,ymfPxFT8QN
2,4,5,1,2,4.0,1,1,4,1,Comfort Food Lover,zJyofmc38V
2,1,5,2,1,3.0,3,1,5,1,Comfort Food Lover,8TQwoywzOq
1,1,1,2,4,5.0,1,5,5,4,Comfort Food Lover,wEnpPIY5d4
4,4,2,1,1,4.0,4,2,5,2,Comfort Food Lover,AlwGpykEry
1,1,2,3,1,5.0,2,1,3,4,Comfort Food Lover,6Ks5CP8OzH
3,2,5,3,4,5.0,1,1,3,5,Comfort Food Lover,J0u0fZhxgI
4,5,3,3,1,3.0,1,5,3,2,Comfort Food Lover,OeUY95Yv5N
2,2,5,2,1,5.0,1,3,5,3,Comfort Food Lover,Rcn4OPL675
3,2,5,4,1,5.0,1,1,5,5,Comfort Food Lover,2u7NEUs6yg
5,5,5,1,5,5.0,1,5,5,1,Comfort Food Lover,o0FzfAEZM3
1,5,5,3,5,5.0,1,4,4,4,Comfort Food Lover,hbZI8LrrYp
1,4,2,2,5,5.0,3,3,5,5,Comfort Food Lover,PNdXnIxSNv
2,2,3,2,1,3.0,2,5,2,4,Comfort Food Lover,jnlWSgN608
1,5,2,1,2,4.0,1,1,4,4,Comfort Food Lover,ZOilZAZmLs
2,1,4,4,4,2.0,1,3,5,1,Comfort Food Lover,vSa6gkpfWm
1,1,5,1,1,3.0,1,3,5,3,Comfort Food Lover,Jgt6dEpakW
5,1,4,4,1,4.0,2,3,5,4,Comfort Food Lover,N46IrvBgGz
4,5,2,1,5,3.0,4,5,3,1,Comfort Food Lover,OVF2j4jX03
1,1,2,2,4,5.0,1,1,5,1,Comfort Food Lover,Okel0at7eb
2,4,4,3,3,5.0,1,4,3,4,Comfort Food Lover,rUIUDjXsj1
2,1,1,2,3,5.0,1,4,5,4,Comfort Food Lover,tyervBIYyT
2,1,5,1,4,3.0,2,4,3,1,Comfort Food Lover,dBpOATWvMj
3,4,2,3,1,3.0,1,5,4,5,Comfort Food Lover,ASNcQQV7wt
3,4,1,1,1,2.0,1,1,2,4,Comfort Food Lover,QFA0X6gy7D
1,5,5,3,4,5.0,4,3,4,2,Comfort Food Lover,xlSG937OOt
5,1,2,1,1,5.0,2,3,5,4,Comfort Food Lover,pNVvwULPQo
4,4,2,1,1,3.0,3,1,5,2,Comfort Food Lover,dwf168eA0w
1,4,5,1,4,5.0,4,4,5,5,Comfort Food Lover,2955ZFaEsd
1,2,5,1,4,4.0,4,4,3,4,Comfort Food Lover,JBrSp4ogpA
3,1,2,1,1,2.0,2,4,2,4,Comfort Food Lover,4UxWyPWWdB
1,3,5,2,1,2.0,3,2,5,1,Comfort Food Lover,frQxirHqob
1,5,2,3,2,3.0,1,4,3,5,Comfort Food Lover,2XSGlQfdon
2,4,2,3,4,3.0,2,4,5,3,Comfort Food Lover,D0E4thzaGh
4,3,5,2,1,3.0,1,4,5,3,Comfort Food Lover,S6NtZ3WPZ9
2,1,4,2,3,3.0,2,3,3,3,Comfort Food Lover,dup9rUTLhj
4,2,2,1,5,3.0,1,2,3,1,Comfort Food Lover,lIzKwF3Cw2
1,4,2,3,4,5.0,3,2,5,4,Comfort Food Lover,SDxfVTEq6Y
3,2,3,3,2,4.0,1,4,3,4,Comfort Food Lover,DYyNV2Fq51
3,4,5,3,1,4.0,1,5,5,1,Comfort Food Lover,weV4mk9ehy
1,1,2,1,4,5.0,4,2,4,1,Comfort Food Lover,vojDHi91L8
2,1,5,4,2,4.0,4,1,3,2,Comfort Food Lover,hO3Q6o712A
4,5,3,3,5,5.0,3,5,3,4,Comfort Food Lover,r4lkl7kkOL
1,5,2,3,2,3.0,4,5,3,5,Comfort Food Lover,jmUPRiIzKR
4,4,2,1,4,5.0,4,5,5,4,Comfort Food Lover,M5DYRV74rL
3,1,3,1,5,4.0,3,4,5,1,Comfort Food Lover,r6iXAGz583
2,1,5,2,1,2.0,1,3,5,1,Comfort Food Lover,AWKgSvb1Te
1,1,1,1,1,5.0,1,3,2,4,Comfort Food Lover,XdXWFKuqXp
5,2,5,4,4,5.0,1,5,5,1,Comfort Food Lover,WROKMWcApB
1,5,2,3,2,5.0,1,5,3,5,Comfort Food Lover,QIgZLzqOF7
1,2,2,3,4,5.0,4,4,3,4,Comfort Food Lover,3BxZuvUufa
1,5,2,1,4,5.0,1,1,4,1,Comfort Food Lover,O703WAGb9h
1,2,5,1,2,4.0,3,5,4,1,Comfort Food Lover,puQB8E6cnO
3,2,2,2,2,4.0,1,5,5,5,Comfort Food Lover,j66KwD4ZqP
1,5,5,4,2,3.0,1,1,4,4,Comfort Food Lover,ruGpf7dJk7
4,5,5,1,2,5.0,3,3,4,5,Comfort Food Lover,xKzdd5RJRe
1,5,5,4,1,5.0,3,1,5,2,Comfort Food Lover,7JgU6noY2F
4,5,3,3,5,3.0,3,2,5,2,Comfort Food Lover,Ct7c9j4myd
1,5,5,1,4,3.0,1,2,5,5,Comfort Food Lover,DlaoCLuKeO
1,5,5,3,1,3.0,1,2,4,2,Comfort Food Lover,SJzeuK5jek
4,3,2,5,4,3.0,2,2,5,4,Comfort Food Lover,t1jFiTECVY
1,4,4,1,3,3.0,1,2,5,4,Comfort Food Lover,d86SBcUq8z
4,1,4,2,4,3.0,3,4,5,1,Comfort Food Lover,lhEkoxGYo5
2,4,2,4,4,5.0,1,5,2,4,Comfort Food Lover,CWDRrl0dA1
1,2,1,2,5,5.0,2,2,2,3,Comfort Food Lover,CVSirCZgPd
1,4,2,2,5,5.0,4,2,4,5,Comfort Food Lover,b9PDZDF9yS
4,1,5,2,4,5.0,4,5,5,4,Comfort Food Lover,y2MlS77RSI
1,2,5,3,4,3.0,1,4,3,4,Comfort Food Lover,kR1U1HwkXY
2,4,3,4,5,5.0,1,2,5,1,Comfort Food Lover,ZoUqTFCh4P
1,4,1,5,1,2.0,4,2,5,1,Comfort Food Lover,r3wGEeOlqM
4,1,5,1,2,4.0,4,2,4,4,Comfort Food Lover,bc6mZfTERR
1,3,5,1,3,5.0,3,1,5,1,Comfort Food Lover,l7Qn7YLj0I
1,2,5,1,5,5.0,1,2,5,1,Comfort Food Lover,qAO0Za6LzK
4,4,1,5,1,5.0,2,5,3,3,Comfort Food Lover,wg8LhLKSmF
3,3,2,1,4,5.0,2,1,2,1,Comfort Food Lover,jUG1HQVmav
2,4,5,2,1,2.0,1,4,3,3,Comfort Food Lover,qpWToyyCPp
1,3,2,5,3,5.0,3,3,3,1,Comfort Food Lover,PzEYD4Ib6S
3,3,2,3,3,5.0,2,1,5,3,Comfort Food Lover,rm1YLqGxBY
4,5,5,1,1,5.0,1,3,4,2,Comfort Food Lover,Eh4Hthk7ok
5,3,2,2,3,5.0,2,5,3,1,Comfort Food Lover,HOBJFE7LBy
1,5,5,2,4,3.0,4,5,5,5,Comfort Food Lover,S4EEV4xUGu
1,5,3,1,1,5.0,4,1,5,5,Comfort Food Lover,pOJUrJJqjT
3,3,4,1,1,2.0,1,3,2,1,Comfort Food Lover,CNx1S8ZWLE
1,1,3,1,1,3.0,3,3,5,1,Comfort Food Lover,MYJz6XvHt3
2,3,5,2,3,5.0,3,5,2,4,Comfort Food Lover,vkIvqutjDX
1,3,1,1,3,3.0,1,5,5,1,Comfort Food Lover,kj6ADRb0id
5,1,2,2,1,5.0,3,2,5,4,Comfort Food Lover,L8CPu5K5Kh
1,1,4,3,1,5.0,1,5,2,4,Comfort Food Lover,Y8xehP71RE
1,3,4,1,1,3.0,2,4,3,4,Comfort Food Lover,vIz2TdA7kp
5,3,2,1,3,3.0,1,3,2,1,Comfort Food Lover,BZDJbiSX27
4,1,2,4,1,5.0,4,5,5,1,Comfort Food Lover,2K9WUhRcW5
2,3,1,4,3,3.0,2,5,3,4,Comfort Food Lover,JjLTgeKIZ1
1,1,2,1,1,3.0,3,1,5,5,Comfort Food Lover,hjX2Sh2oig
3,4,5,4,5,3.0,1,5,5,1,Comfort Food Lover,bpQx48ZI53
3,3,4,3,1,5.0,3,4,3,4,Comfort Food Lover,V30l4cYMw2
1,4,3,1,1,5.0,1,4,4,1,Comfort Food Lover,x6g7Mlmh1Q
2,4,4,4,3,5.0,1,5,3,1,Comfort Food Lover,KIfq9I4nXM
4,1,5,1,1,3.0,3,1,5,5,Comfort Food Lover,ReFHOnPbiP
1,1,3,4,1,4.0,3,5,4,1,Comfort Food Lover,cTLsUr9Qav
4,4,2,1,1,5.0,3,1,5,5,Comfort Food Lover,GLEF4a9Jvm
1,5,5,4,1,5.0,4,5,5,2,Comfort Food Lover,2v3MsrLF5u
1,5,2,1,5,4.0,1,4,5,2,Comfort Food Lover,QQISUEJGsr
1,4,5,1,5,3.0,4,5,4,4,Comfort Food Lover,Ks5jSMEUj3
4,1,1,5,5,5.0,4,2,3,1,Comfort Food Lover,XQ6IadwnTg
4,3,4,2,1,5.0,3,5,3,4,Comfort Food Lover,iaCc1dDE0O
5,2,4,2,2,4.0,1,5,5,4,Comfort Food Lover,w388NFKish
4,4,3,1,5,5.0,3,4,5,4,Comfort Food Lover,Px9Lbqlq9F
3,3,2,2,3,2.0,1,3,5,1,Comfort Food Lover,Nd6bf28xrP
1,5,5,4,4,3.0,4,4,5,4,Comfort Food Lover,V4hdpuDMdt
1,1,5,1,1,2.0,2,2,5,1,Comfort Food Lover,fcG562SAcx
1,1,5,3,1,3.0,3,1,5,4,Comfort Food Lover,wUfBsce5Ie
5,1,3,3,2,4.0,1,4,3,4,Comfort Food Lover,w4bg62tWK1
2,4,2,3,1,3.0,1,1,5,3,Comfort Food Lover,582rn2976q
4,4,5,3,5,5.0,1,1,4,2,Comfort Food Lover,wYoo2G7ZH8
3,5,5,1,1,3.0,3,5,5,1,Comfort Food Lover,MIktJFR4Ah
3,1,1,2,1,5.0,2,1,5,1,Comfort Food Lover,039Rtj9gK1
